"area","year","est","lwr","upr","log_est","se","se_natural","type"
"Coastwide",2003,11634.0364027279,6208.821473752,21799.7575855897,9.36169025346081,0.320395619654626,11634.0364027279,"index"
"Coastwide",2004,6025.85020674889,2666.30734462358,13618.4115411128,8.70381386155667,0.416009728158008,6025.85020674889,"index"
"Coastwide",2005,8387.2874765365,3894.48532890897,18063.129084575,9.03447244284107,0.391413125787116,8387.2874765365,"index"
"Coastwide",2006,6493.23145752832,2875.55017124785,14662.2566987726,8.77851559911299,0.415577177285796,6493.23145752832,"index"
"Coastwide",2007,4783.09988065756,2318.54281486821,9867.42376359644,8.47284412589119,0.369471052181561,4783.09988065756,"index"
"Coastwide",2008,3386.12469474092,1593.83088888574,7193.8877131125,8.12744138857759,0.384469119377699,3386.12469474092,"index"
"Coastwide",2009,3972.86248244538,2047.96912050357,7706.9698690286,8.28724214218897,0.338086944070995,3972.86248244538,"index"
"Coastwide",2010,7970.09954483501,4089.76396473463,15532.0667163981,8.98345226164792,0.340419380087121,7970.09954483501,"index"
"Coastwide",2011,8695.68086644387,4340.98078638981,17418.8436788552,9.07058172923663,0.354458625518645,8695.68086644387,"index"
"Coastwide",2012,11653.4908907214,5717.53013539033,23752.1878720899,9.36336106138079,0.36330711706232,11653.4908907214,"index"
"Coastwide",2013,7597.17120679357,3920.67667217431,14721.1859511294,8.9355312473548,0.337512175852605,7597.17120679358,"index"
"Coastwide",2014,5233.2491056881,2546.81209243819,10753.4027671301,8.56278760808427,0.367450584573198,5233.2491056881,"index"
"Coastwide",2015,8139.85548652955,4645.024302999,14264.1336233283,9.00452770534139,0.286217413409001,8139.85548652955,"index"
"Coastwide",2016,15012.3008827797,6721.86792227936,33527.7604976636,9.61662520287179,0.409958473570245,15012.3008827797,"index"
"Coastwide",2017,15951.9312804718,7267.7665098775,35012.6976741832,9.67733518429815,0.401094554426829,15951.9312804718,"index"
"Coastwide",2018,13548.1818681063,6109.2002461014,30045.3782061601,9.51400763782942,0.406362817445496,13548.1818681063,"index"
"Coastwide",2019,15379.6099097086,5354.91366547397,44171.0951382576,9.64079787925999,0.53828949259125,15379.6099097086,"index"
"Coastwide",2021,5506.13291895925,3173.75832349454,9552.55461539519,8.61361782615931,0.281100099228376,5506.13291895925,"index"
"Coastwide",2022,12538.7113939392,6261.95226200546,25107.0715397229,9.43657604925281,0.354255882411313,12538.7113939392,"index"
"Coastwide",2023,35750.4117207812,16856.4453926289,75822.1504258699,10.484317064721,0.383593113000236,35750.4117207812,"index"
"Coastwide",2024,19269.0348782198,9185.11187595638,40423.6453678896,9.86625467599328,0.37802505758946,19269.0348782198,"index"
"Coastwide",2025,16382.7312186396,8305.22533874694,32316.2673178815,9.703983084572,0.346609904748134,16382.7312186396,"index"
"WA",2003,9667.95237075643,4843.35680274089,19298.4549456113,9.17657181532763,0.352663879123,9667.95237075642,"index"
"WA",2004,4944.62370596677,1997.93055366852,12237.3140291167,8.50605614530026,0.462349794061216,4944.62370596677,"index"
"WA",2005,6962.70186428904,3048.13760920226,15904.5369554893,8.84832287689087,0.421455098278872,6962.70186428904,"index"
"WA",2006,5550.79065752125,2288.59606513797,13462.9598437974,8.62169565740854,0.452050051861442,5550.79065752124,"index"
"WA",2007,3783.00541544654,1674.73663030307,8545.3018190138,8.23827405615369,0.415753996667712,3783.00541544655,"index"
"WA",2008,2643.22765148595,1123.0102329859,6221.36131298072,7.8797560446392,0.436736585216509,2643.22765148595,"index"
"WA",2009,3416.80562947323,1672.91947012928,6978.5551056428,8.13646136711231,0.364361696401778,3416.80562947324,"index"
"WA",2010,6778.24368370325,3323.27601239728,13825.0892385313,8.82147330367524,0.363663303603189,6778.24368370325,"index"
"WA",2011,6732.60335042362,3029.18676799876,14963.7349380347,8.81471717554062,0.407491011447504,6732.60335042362,"index"
