"","area","year","est","lwr","upr","se","coord","type"
"1","Coastwide",2003,331.305581037273,317.941592713964,344.669569360582,6.81848668073627,"X","cog"
"2","Coastwide",2004,325.527014158955,310.007754147661,341.046274170249,7.91813529927501,"X","cog"
"3","Coastwide",2005,331.76221068468,313.446725464206,350.077695905153,9.34480702959036,"X","cog"
"4","Coastwide",2006,324.758656871105,309.179602804922,340.337710937287,7.94864303072286,"X","cog"
"5","Coastwide",2007,329.462167542412,314.009870349809,344.914464735016,7.88396996806553,"X","cog"
"6","Coastwide",2008,333.531745931372,314.14751266088,352.915979201865,9.89009666677195,"X","cog"
"7","Coastwide",2009,340.635903522487,323.862664846537,357.409142198436,8.55793208867846,"X","cog"
"8","Coastwide",2010,328.427367186011,313.28185605871,343.572878313312,7.72744358915116,"X","cog"
"9","Coastwide",2011,328.674648712528,315.695451538846,341.65384588621,6.62216105809094,"X","cog"
"10","Coastwide",2012,331.268151418274,315.620305225469,346.91599761108,7.98374169945663,"X","cog"
"11","Coastwide",2013,329.531626742262,315.447146479433,343.616107005092,7.18609136388521,"X","cog"
"12","Coastwide",2014,334.633229488074,318.752462267318,350.513996708831,8.1025811423178,"X","cog"
"13","Coastwide",2015,331.145175764622,316.718811303605,345.571540225639,7.36052528251044,"X","cog"
"14","Coastwide",2016,331.338668294538,313.288930556455,349.38840603262,9.20921908793033,"X","cog"
"15","Coastwide",2017,329.680118535766,313.661079044946,345.699158026586,8.17312951522372,"X","cog"
"16","Coastwide",2018,334.166266015316,315.599914707031,352.732617323602,9.47280228347791,"X","cog"
"17","Coastwide",2019,323.320656016352,306.876323233799,339.764988798906,8.39011987580595,"X","cog"
"18","Coastwide",2021,342.928848063497,329.85510524253,356.002590884464,6.67039951962951,"X","cog"
"19","Coastwide",2022,327.698608884509,313.137361418194,342.259856350825,7.429344406924,"X","cog"
"20","Coastwide",2023,335.332178300984,318.95746907648,351.706887525488,8.35459699957004,"X","cog"
"21","Coastwide",2024,338.109226650433,321.904432105673,354.314021195193,8.26790424343567,"X","cog"
"22","Coastwide",2025,331.004937475817,318.63312555109,343.376749400544,6.31226493053673,"X","cog"
"23","Coastwide",2003,5222.24519432883,5169.63754942152,5274.85283923614,26.8411283688226,"Y","cog"
"24","Coastwide",2004,5231.04094042168,5164.5434514344,5297.53842940896,33.9279137330088,"Y","cog"
"25","Coastwide",2005,5204.6102397781,5132.21929446607,5277.00118509013,36.9348344576924,"Y","cog"
"26","Coastwide",2006,5236.7091922283,5177.0707031622,5296.34768129439,30.4283596721763,"Y","cog"
"27","Coastwide",2007,5211.55079961661,5143.71483254743,5279.38676668578,34.6108232621903,"Y","cog"
"28","Coastwide",2008,5202.17930818547,5125.82242232669,5278.53619404425,38.9583106940097,"Y","cog"
"29","Coastwide",2009,5180.65040186074,5120.88259382024,5240.41820990124,30.4943399531506,"Y","cog"
"30","Coastwide",2010,5223.87714193256,5164.68876138852,5283.06552247661,30.1987082471467,"Y","cog"
"31","Coastwide",2011,5211.21947668414,5145.68622104892,5276.75273231936,33.4359489011735,"Y","cog"
"32","Coastwide",2012,5211.73282205529,5148.48889836778,5274.9767457428,32.2679009340843,"Y","cog"
"33","Coastwide",2013,5208.78521102263,5143.46419841652,5274.10622362873,33.3276596515813,"Y","cog"
"34","Coastwide",2014,5188.31808564107,5118.33663256024,5258.29953872191,35.7054790969832,"Y","cog"
